Mots,Nb occurences
endeuille,1
abou,3
dabi,2
émirats,7
arabes,7
frère,2
prince,3
héritier,4
@mohamedbinzayed,3
toute,51
émirien,2
jinping,3
discussed,3
tragic,2
faced,1
because,3
aggression,2
goals,2
ceasefire,4
respect,30
territorial,4
integrity,3
t.co/rofdbyvb3f,1
nach,4
meiner,2
amtseinführung,1
samstag,1
wollte,1
ersten,2
auslandsreise,1
herausragende,1
bedeutung,1
deutsch,1
französischen,1
freundschaft,2
betonen,1
dies,2
mehr,2
heute,3
europatag,1
treffen,3
hocherfreut,1
über,1
diese,1
zusammenkunft,1
lieber,2
olaf,5
t.co/y3flfndpl6,1
1945,2
libérée,4
fascisme,1
souffrances,3
humaines,1
indescriptibles,1
tard,4
mise,9
péril,5
agresser,1
souverain,1
célébraient,1
anniversaire,10
israéliennes,1
israéliens,2
frappés,1
nouvelle,49
fois,41
ignoble,1
hier,20
jours,43
humanitaires,7
destructions,1
suscitées,1
insupportables,1
dignité,5
forcent,1
admiration,4
jouait,1
demi-finale,2
coupe,5
furiani,1
tribune,1
effondra,1
corse,7
marseille,11
elles,25
tout,78
entière,8
sept.,1
nombre,12
journalistes,5
tués,3
début,18
exerçaient,1
profession,2
dix-huit,1
confrères,1
marioupol,4
empirer,1
piégés,1
appelle,17
respecter,5
quitter,6
laisser,6
entrer,3
avenue,2
champs,2
élysées,2
cinq,8
capitaine,2
police,5
xavier,1
jugelé,1
nation,99
allait,3
perdre,3
héros,37
engagés,25
protéger,101
april,1
marks,1
50th,1
horrors,1
days,4
very,5
heart,1
call,9
once,3
again,4
expressed,2
determination,1
conflict,1
well,4
avril,5
marque,5
50ème,1
journée,20
horreurs,1
viens,6
avoir,32
téléphone,7
solidarité,60
israël,3
folie,1
meurtrière,2
frappe,3
aviv,1
civilians,2
fleeing,1
worst,2
weapons,2
pushchairs,1
teddy,1
bears,1
suitcases,1
kramatorsk,2
railway,1
station,2
this,22
morning,5
waiting,1
leave,1
suffered,1
unthinkable,1
dozens,1
dead,1
hundreds,1
wounded,1
fuient,2
pire,5
armes,10
poussettes,1
peluches,1
bagages,1
matin,27
allaient,1
partir,16
connu,2
abominable,1
images,5
parviennent,1
boutcha,1
près,18
insoutenables,1
rues,2
compassion,1
важко,1
уявити,1
пережив,1
викрадений,1
російською,1
армією,1
мелітополя,1
тепер,1
волі,1
почули,1
його,1
розповідь,1
приголомшує,1
висловив,1
йому,1
депутаткам,1
верховної,1
ради,1
приїхали,1
наше,1
захоплення,1
підтримку,3
пліч,2
україною,3
рішуче,2
кінця,1
t.co/idtdlbofzl,1
bâtiment,2
croix,2
rouge,6
frappé,4
cicr,1
neutre,4
impartial,1
soignants,33
malades,6
trêve,3
terrorisme,37
attentats,2
meurtriers,1
soutien,59
engagement,73
total,2
fléau,4
empêchant,1
récoltes,1
semences,1
entraîne,2
déjà,24
sérieux,3
problèmes,4
approvisionnement,3
prévenir,2
menace,9
devenir,8
lançons,10
food,4
agriculture,14
resilience,2
mission,9
t.co/8sa1o9lwyi,1
arrêter,2
mois,26
déclenchement,2
-nous,20
t.co/glugs6pzfx,1
quatre,13
carcassonne,1
trèbes,1
prenait,2
innocents,3
blessait,1
quinze,2
mars,18
2018,5
découvrait,1
colonel,1
arnaud,2
beltrame,1
souvenons,8
dérèglement,4
fléaux,1
sanitaires,6
guerres,1
travers,11
obligent,1
voulu,10
forum,9
temps,36
présidence,19
française,47
conseil,48
union,62
européenne,99
t.co/l47i29c77l,1
résisté,1
t.co/xnefmxfy4i,1
algérie,10
non-dits,1
devenus,3
matrice,1
ressentiments,1
rien,38
nier,1
assumer,2
parcours,4
reconnaissance,23
poursuivra,4
t.co/igvtjuxn7a,1
pendant,14
mémoires,7
restées,1
cloisonnées,1
clivées,1
divisées,1
t.co/6wl89peyyf,1
trois,30
millions,53
quitté,1
chaque,35
seconde,4
enfant,9
devient,3
réfugié,1
humain,5
today,7
journalist,1
killed,1
before,1
others,1
targeted,1
injured,1
kidnapped,1
journalists,1
driven,1
courage,23
ideal,1
inform,1
democracies,1
avant,28
enlevés,1
pensons,4
animés,1
idéal,2
informer,1
fondamentale,2
démocraties,4
inouïe,1
déployée,1
répondu,2
rapidité,1
t.co/pkxooqpkpa,1
maternité,1
indigne,2
amoral,1
condamnons,1
cadre,11
tirées,1
t.co/efkqactkpu,1
german,1
chancellor,2
spoke,6
chinese,1
about,4
consequences,3
supported,1
action,38
towards,2
reaching,1
ensuring,1
access,5
humanitarian,4
putin,4
refuses,1
stop,4
attacks,3
vital,3
maintain,1
dialogue,31
avoid,3
human,3
tragedy,1
continue,21
efforts,36
contacts,2
échangé,7
poutine,7
cesser,3
attaques,6
stade,2
refuse,1
maintenir,7
éviter,6
drames,2
absolument,1
nécessaire,7
poursuivrai,1
сегодня,2
стоим,1
всеми,1
россиянами,1
которые,1
желают,1
чтобы,1
недостойная,1
война,1
велась,1
имени,1
духе,1
ответственности,1
мужественно,1
отстаивают,1
заявляют,1
этом,1
россии,2
пределами,1
économiques,7
sociales,4
boussole,1
t.co/inijdgszpv,1
t.co/gxz4wqnziz,1
вчера,1
вечером,1
попросил,1
александра,2
лукашенко,1
обеспечить,1
вывод,1
российских,1
войск,1
территории,1
страны,1
между,1
белорусским,1
украинским,1
народами,1
должно,1
подтолкнуть,1
беларусь,1
отказу,1
становиться,1
вассалом,1
фактическим,1
пособником,1
войне,1
против,1
украины,1
loukachenko,1
retrait,3
troupes,4
peuples,12
biélorusses,3
devrait,1
conduire,6
biélorussie,6
refuser,1
vassal,1
complice,1
είναι,3
μόνο,1
λαός,1
ουκρανίας,1
πενθεί,1
σήμερα,1
εξαιτίας,1
πολέμου,1
προκάλεσε,1
ρωσία,1
αλλά,1
όλοι,1
λαοί,1
ευρώπης,1
απόψε,1
σκεφτόμαστε,1
θλίψη,1
ελλάδα,3
έχασε,1
άδικα,1
δέκα,1
ομογενείς,1
ζούσαν,1
στην,4
oυκραvιά,1
κοντά,1
μαριούπολη,1
seulement,9
endeuillé,1
initiée,1
grèce,9
perte,5
vivaient,1
géorgie,1
moldavie,7
voisins,5
partenaires,36
amies,1
présidentes,1
réaffirmé,5
tentative,2
tensions,7
déstabilisation,3
solidaires,18
tragiques,2
puissance,8
t.co/eqllcneroo,1
heures,15
troubles,4
renaissent,1
fantômes,1
passé,14
manipulations,1
nombreuses,8
cédons,4
t.co/dtjytvnqmo,1
répondrons,2
sang,6
froid,2
reniant,1
parole,4
refusant,2
voie,15
diplomatique,2
choisissant,1
porter,25
atteinte,3
stabilité,23
décision,6
immédiatement,4
opérations,12
reconnaissant,1
séparatistes,1
viole,1
engagements,20
réunion,9
sanctions,6
européennes,5
moment,30
savoir,19
bâtissons,7
unique,13
conscients,1
réussite,8
commune,8
échec,2
pâtir,1
t.co/6wdwyv3bpm,1
rester,8
militairement,3
cachés,1
laquelle,6
confrontés,3
mali,7
justifier,3
t.co/fsmuepovjd,1
2013,2
intervenir,1
t.co/kew63vntt8,1
montée,4
eaux,2
décharges,1
littorales,1
menacent,1
libérer,7
déchets,1
risque,5
identifié,1
sites,4
lesquels,3
engageons,8
trouver,8
solutions,15
traiterons,1
critiques,2
agissons,13
supprimer,4
subventions,3
publiques,1
contribuent,3
surpêche,2
pêche,3
illicite,3
prochains,12
t.co/1ewpxufzzq,1
simple,7
commencer,4
moins,20
terminer,1
bâtir,28
durable,12
maintenue,1
besoin,27
reproduisions,1
erreurs,2
t.co/pmzrn8ucdl,1
interêt,1
instabilité,2
t.co/bnpkc3ucgm,1
histoire,53
faite,8
valeureux,2
mineurs,2
œuvré,2
conditions,9
pénibles,1
périlleuses,1
permis,19
tourner,3
décédés,1
décembre,7
1974,1
liévin,2
t.co/jwmdezhbed,1
holocauste,2
t.co/q8cqym2eii,1
répéter,2
céder,2
vents,1
mauvais,2
ressoufflent,1
falsifications,1
t.co/pwoz4a71,1
massacre,1
isly,1
1962,2
impardonnable,1
reconnaît,3
tragédie,2
t.co/f3jvtabzp3,1
poursuivre,21
réengager,3
processus,5
désescalade,3
obtenir,5
garanties,1
frontières,18
format,2
normandie,4
naïveté,3
devait,2
riposte,2
t.co/zv7wjk3jxc,1
interdisant,1
thérapies,1
conversion,2
adoptée,2
unanimité,1
fiers,25
pratiques,1
indignes,1
crime,6
guérir,1
juin,13
1944,5
débarquement,3
presque,2
oradour-sur-glane,2
perdent,2
brûlées,1
pendues,1
massacrées,1
souviendrons,2
souvenir,6
puiserons,1
sens,24
t.co/nwfx5ju6nu,1
battre,6
précarité,1
étudiante,1
augmentant,1
inscription,3
université,9
t.co/vdb0mplx8y,1
règne,1
arbitraire,1
retour,10
régimes,1
autoritaires,1
t.co/o1uf2987et,1
souveraine,5
forte,29
indépendante,4
celle,28
train,10
t.co/mnrsotcgh6,1
sortirons,2
vaccinant,2
virus,40
connaît,3
aider,21
course,4
milliard,4
doses,27
livrées,1
covax,3
vacciner,36
endométriose,2
problème,6
femmes,55
société,9
nationale,22
meilleure,4
qualité,3
filles,3
t.co/86ijj005wu,1
lola,2
énora,1
sandrine,1
souffrance,3
physique,4
fardeau,2
maladie,3
méconnue,1
mêlent,1
solitude,2
parfois,7
honte,3
entendons,2
changeons,3
choses,7
témoignages,2
t.co/juddyaqyvf,1
harcèlement,2
qualifié,1
délit,1
concrètement,9
sanctionné,1
amende,1
forfaitaire,1
montant,1
triplé,1
euros,33
dissuasif,1
efficace,11
osent,1
prendre,23
transports,3
commun,14
peur,3
agressées,1
allons,70
doubler,4
présence,5
policière,2
horaires,1
agressions,1
constatées,1
policiers,10
gendarmes,9
chez,16
abord,4
libérés,2
tâches,1
font,27
terrain,11
pragmatiques,2
t.co/9fcitcgs51,1
variants,1
vaccinées,1
réaliser,3
tests,3
voyager,2
membres,16
honnêtes,1
baisse,2
fiscalité,2
classes,3
moyennes,3
2017,23
bras-le-corps,1
sujet,3
faites,18
formation,12
3919,1
désormais,12
accessible,9
24h/24,1
7j/7,1
places,4
hébergement,2
t.co/lmtgfkigb5,1
tentatives,2
voisinage,1
oriental,2
ignorées,1
réaffirmer,2
attachement,5
partenariat,16
dynamique,6
ambitieuse,3
rassembleuse,1
dégradations,1
mont,1
valérien,1
insulte,1
souiller,1
sacré,4
unit,7
retrouvés,1
puis,11
jugés,1
fondamentaux,5
menacés,9
internationale,32
souhaité,6
lancer,8
marianne,1
défenseurs,3
partout,29
devenue,8
engager,9
perdons,2
minute,1
bouleversement,1
révolution,5
numérique,19
inégalités,8
enjeux,8
migratoires,2
crises,18
voudraient,1
remettre,8
seules,2
crois,11
inverse,1
unir,7
t.co/s0enwqta64,1
cela,34
joséphine,7
baker,6
calcul,1
quête,2
dévouée,1
idéaux,1
t.co/qotfn69fnv,1
veux,48
redire,4
égard,6
hommes,33
perdu,11
misère,2
oppression,1
politique,24
absence,1
libertés,7
retrouver,23
condamner,3
exploitent,1
détresse,2
t.co/w8djzc1z0e,1
change,3
camp,5
t.co/u4983zchwx,1
bien,42
grandir,1
apprendre,8
ventre,2
vide,2
programme,5
mondial,19
coalition,10
2030,12
t.co/ahm7xqwmsf,1
mercenaires,2
libye,8
indispensable,11
toutes,63
armées,16
étrangères,3
soudan,3
événements,1
cours,14
préoccupants,1
demandons,2
libération,11
immédiate,6
incarnent,3
soudanaise,4
trahie,1
lisez,2
message,37
savez,1
réseaux,6
sociaux,7
chance,8
peuvent,7
criminalité,1
fausses,1
informations,2
atteintes,1
privée,2
états,18
attendu,7
lutter,19
dire,31
présentez,1
risques,10
pourquoi,15
lancé,8
campagne,5
rappels,1
accélérer,15
faudra,4
rappel,2
pass,2
sanitaire,26
t.co/diedgdsgvt,1
terminé,2
pandémie,33
t.co/8eoxvl7ilh,1
appel,16
encore,45
reçu,3
dose,2
vaccin,22
personne,11
vaccinée,2
hôpital,13
soins,5
vaccinez,1
-vous,10
nulla,1
scritto,1
anticipo,1
tensioni,1
rischi,1
divisione,1
divergenze,1
erano,1
presenti,1
dovevamo,1
impegnarci,1
abbiamo,1
fatto,1
grazie,2
agli,1
italiani,1
caro,3
mario,7
draghi,6
organizzazione,1
successo,1
questo,1
roma,1
t.co/ijhkynbgsc,1
vaccination,17
restreindre,1
exportations,1
produire,21
continents,6
messages,3
vaincre,13
t.co/cmttbgenjx,1
@alferdez,5
amérique,2
latine,1
venezuela,2
nicaragua,2
préoccupations,3
énergies,14
fossiles,4
t.co/ucxhcqupnf,1
rising,1
energy,4
prices,1
impacting,1
entire,2
lost,1
time,10
providing,1
support,9
french,9
need,4
lasting,3
that,23
consistent,1
ecological,2
transition,32
underway,1
bring,3
consacrer,2
musée,4
alfred,1
dreyfus,1
réparer,2
injustice,2
maison,9
zola,1
prit,1
innocenter,1
acquis,2
reconquérir,1
t.co/t8nmzbzbcg,1
traversé,1
vallées,2
dévastées,2
secouristes,2
reconstruction,7
retournerai,1
année,33
enseigne,1
sort,2
lyon,6
@drtedros,4
installons,1
académie,1
organisation,5
santé,41
former,5
mieux,22
préparer,8
t.co/xhuqjtgrti,1
africa,6
only,5
population,6
vaccinated,1
faster,1
commits,1
double,3
number,2
shares,1
million,7
globalcitizenlive,1
know,3
middle,2
huge,1
concert,3
stealing,1
minutes,2
your,11
give,2
vaccines,6
green,4
economic,6
recovery,3
education,5
then,2
dear,5
@edsheeran,1
floor,1
yours,2
t.co/eppujfd4em,1
septembre,9
2001,2
10h17,1
toulouse,3
touchée,2
usine,5
souvient,2
+2.7,2
2100,2
scenario,1
dramatic,1
horizon,3
scénario,1
dramatique,2
adnan,1
walid,1
sahraoui,1
chef,5
groupe,3
islamique,2
sahara,1
neutralisé,1
françaises,36
succès,15
majeur,3
menons,6
groupes,5
terroristes,13
sahel,29
civile,13
engagé,17
intervention,4
isère,1
mécanicien,1
décédé,1
crash,2
hélicoptère,3
partage,13
camarades,9
accompagnent,9
adieu,3
bébel,1
t.co/tmeburaf8d,1
déforestation,4
veut,2
t.co/cov1geaqrz,1
planète,10
malade,2
t.co/xtnrar0mkq,1
pollution,2
changer,10
usages,1
janvier,11
prochain,4
emballages,1
plastique,6
lots,1
fruits,2
légumes,1
t.co/gl4tleuzd0,1
écoles,12
délabrement,1
rénover,2
question,6
argent,4
maya,1
lionel,1
maëlys,1
t.co/xmp0rohull,1
seize,2
katrina,1
louisiane,1
durement,8
ouragan,1
amis,9
américains,5
vaccins,27
livrer,1
africaine,10
taux,2
faible,1
défendons,3
accès,15
équitable,4
hommage,17
combattants,7
battus,4
daech,9
kurdes,2
peshmergas,1
affrontent,1
irakiennes,2
t.co/5pj004dggm,1
lorsqu’,4
engagée,22
afghanistan,6
2014,3
devoir,16
dernières,10
semaines,16
accueillir,10
afghanes,2
afghans,5
t.co/lmdilxjxjf,1
poussé,1
irakiens,1
largement,4
investi,1
déplacées,1
revenir,7
investir,17
projets,17
infrastructures,3
éducation,17
défait,1
califat,3
bataille,8
terminée,2
longtemps,5
opéreront,1
demandera,1
restera,12
associe,4
kaboul,4
conduisent,1
évacuation,1
mènerons,3
terme,8
maintiendrons,1
durée,4
travaillé,2
évacués,2
ainsi,15
ressortissants,3
étrangers,6
équipes,16
diplomatiques,3
sensibles,1
merci,106
t.co/xhsretloli,1
what,4
said,1
words,2
which,5
some,3
twisted,1
does,1
duty,2
protect,7
most,4
danger,3
t.co/mkiwovjgqb,1
certains,6
veulent,7
continuera,15
t.co/nhjudjhlvo,1
aident,2
soldats,23
adresser,6
oublierons,8
séisme,2
meurtrier,1
haïti,2
habitations,1
part,28
effondrer,1
tolérerons,1
installe,3
antisémitisme,6
simone,2
veil,2
stèle,1
profanée,1
reculera,1
auxquels,2
réserve,5
algérien,2
demain,27
canadairs,3
avion,2
commandement,2
déployés,5
kabylie,1
proie,1
incendies,8
derrière,13
9200,1
patients,7
hospitalisés,1
cause,13
covid,7
1600,1
réanimation,7
atteint,7
sauve,1
t.co/wom0yswein,1
γαλλία,2
στέκεται,1
πλευρό,1
ελλάδας,1
υποφέρει,1
πολύ,1
καταστροφικές,1
πυρκαγιές,2
μετά,1
συζήτηση,1
πρωθυπουργό,1
@kmitsotakis,6
γάλλοι,1
πυροσβέστες,1
διασώστες,1
αναπτύχθηκαν,1
επείγουσες,1
διαδικασίες.αλληλέγγυοι,1
ευρωπαίοι,2
πάντα,1
sauveteurs,3
dette,4
polynésie,9
transparence,5
t.co/md3psknjcq,1
lorsqu',1
parle,4
gouvernement,17
